row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_03_BB_10mM.mzML Peak height,20260428_CVOL_Group_03_IAA_50uM.mzML Peak height,20260428_CVOL_Group_03_Pt_1A_0m.mzML Peak height,20260428_CVOL_Group_03_Pt_1A_20m.mzML Peak height,20260428_CVOL_Group_03_Pt_1B_0m.mzML Peak height,20260428_CVOL_Group_03_Pt_1B_20m.mzML Peak height,20260428_CVOL_Group_03_Pt_2A_0m.mzML Peak height,20260428_CVOL_Group_03_Pt_2A_20m.mzML Peak height,20260428_CVOL_Group_03_Pt_2B_0m.mzML Peak height,20260428_CVOL_Group_03_Pt_2B_20m.mzML Peak height,20260428_CVOL_Group_03_QC_01.mzML Peak height,20260428_CVOL_Group_03_QC_02.mzML Peak height,20260428_CVOL_Group_03_QC_03.mzML Peak height,20260428_CVOL_Group_03_QC_04.mzML Peak height,20260428_CVOL_Group_03_QC_05.mzML Peak height,20260428_CVOL_Group_03_QC_06.mzML Peak height,20260428_CVOL_Group_03_bl.mzML Peak height,20260428_CVOL_Group_03_wt_1A_0m.mzML Peak height,20260428_CVOL_Group_03_wt_1A_20m.mzML Peak height,20260428_CVOL_Group_03_wt_1B_0m.mzML Peak height,20260428_CVOL_Group_03_wt_1B_20m.mzML Peak height,20260428_CVOL_Group_03_wt_2A_0m.mzML Peak height,20260428_CVOL_Group_03_wt_2A_20m.mzML Peak height,20260428_CVOL_Group_03_wt_2B_0m.mzML Peak height,20260428_CVOL_Group_03_wt_2B_20m.mzML Peak height,20260428_CVOL_bk_mapp_pre_01.mzML Peak height,
288,463.2917931484356,3.2405224,,,,,,,,,,,0,0,1045487.9,940341.75,1101061.6,971207.7,993270.3,955779.9,942226.2,985961.1,1638170.5,1403312.1,1381123.6,1551232.0,1398182.4,1409665.4,0,0,893161.0,0,883153.2,782305.06,835339.56,989074.75,872071.44,0,
289,151.07542417689058,3.297287,,,,,,,,,,,0,0,0,772384.9,0,833815.06,0,760547.56,0,867202.1,1015944.06,861167.9,736867.3,859369.0,778375.2,867494.94,0,0,600599.1,0,717887.44,562097.5,1053878.9,781120.06,1121532.4,0,
290,377.2548405782592,3.3466818,,,,,,,,,,,0,0,1118403.5,1102934.0,1160581.2,1143771.4,1121361.6,1080766.1,1029172.4,1198844.1,1834229.1,1752469.0,1844759.1,1748365.5,1748057.0,1958076.1,0,601507.3,1032629.44,0,1038004.7,807680.7,1004188.9,1086146.9,878012.75,0,
291,251.1503331783555,3.35881,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,698250.5,0,524389.44,632552.44,981903.6,1349831.2,0,0,0,0,0,0,0,0,0,0,
292,310.2223784210009,3.3631365,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,787274.6,735539.8,698638.9,799701.44,763848.1,725771.1,0,0,0,0,0,0,0,0,0,0,
293,132.0809521671411,3.3887527,,,,,,,,,,,0,0,0,698357.9,0,750273.3,0,871949.3,0,957337.2,1036607.8,914027.75,929900.6,928185.4,862324.0,950013.06,0,0,786494.94,0,820079.44,0,888837.2,754827.1,846845.75,0,
294,149.10737882526496,3.390277,,,,,,,,,,,0,0,0,1194753.4,785810.3,1358771.1,574975.94,1457662.4,925850.75,1602270.4,1785366.1,1641136.4,1733901.1,1710299.2,1686272.8,1617246.8,0,0,1376940.9,0,1421707.6,775060.0,1576145.1,1237770.4,1418948.6,0,
295,530.2981904219639,3.3992743,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673740.56,886365.5,0,0,0,0,0,0,0,0,0,0,
296,134.1176754503184,3.3931088,,,,,,,,,,,652799.1,0,0,0,0,0,0,0,0,0,1.9406854E7,1.9215886E7,1.9240184E7,1.9108552E7,1.937749E7,1.8595756E7,2327028.5,0,0,0,0,0,0,0,0,0,
297,256.1309324625388,3.449012,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1346250.0,1119474.5,1187900.5,1234911.6,1092318.4,1084847.9,0,0,0,0,0,0,0,0,0,0,
298,630.3866966086887,3.5276468,,,,,,,,,,,0,0,627726.3,636134.5,659878.0,706318.7,592700.7,581469.6,589474.5,0,1087717.1,903871.44,998081.8,935582.3,935300.2,951624.25,0,0,0,0,0,0,0,616628.25,0,0,
299,201.15983414387017,3.5225582,,,,,,,,,,,0,0,803838.5,840095.56,875961.25,902682.75,834995.94,814724.3,761417.6,850517.06,1326424.6,1157736.8,1136732.5,1329970.5,1276960.8,1325469.6,0,0,779137.44,0,712991.44,640891.1,715014.7,864996.4,787972.75,0,
300,291.10503837523936,3.6421165,,,,,,,,,,,0,0,581240.56,1041407.0,625764.1,1089846.1,522800.3,857813.3,698629.2,1015312.2,1595058.6,1609696.2,1523860.4,1547194.0,1597890.0,1443979.2,0,0,901170.2,0,1001751.7,934516.8,1286205.5,1278765.4,1201949.1,0,
301,121.06498134607703,3.6765113,,,,,,,,,,,0,0,1068591.0,1963300.4,1434945.2,2519000.8,1251206.9,2615015.8,1691146.9,2543183.0,2914074.0,2813470.2,2586652.5,2502554.2,2957742.8,2813811.5,0,1378900.0,2192694.0,1390018.6,2751271.5,2191741.8,3135451.8,2644002.5,3207923.5,0,
302,217.1547729961221,3.714289,,,,,,,,,,,0,0,585563.25,1102532.8,765843.44,1350888.0,0,0,0,0,2317396.2,2025062.9,2073381.5,1857541.1,1834091.8,1725207.6,0,1690553.2,3723502.8,1539344.4,3641406.2,833509.4,1100781.6,1085982.0,1120250.6,0,
303,235.11899667839032,3.74371,,,,,,,,,,,0,0,0,777322.94,0,549253.5,0,0,0,0,1.0245211E7,8576374.0,9797362.0,9187188.0,1.3742369E7,1.831754E7,649070.2,0,0,0,0,0,0,0,0,0,
304,263.1965486120185,3.7537613,,,,,,,,,,,4417844.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,377.25480415975073,3.7607117,,,,,,,,,,,0,0,1534274.9,1532604.2,1546741.2,1624227.8,1477504.6,1451184.1,1436782.2,1396540.5,2026839.1,2013631.2,2283560.8,2152818.8,2083626.9,2035035.1,0,783813.06,1339124.5,627271.56,1286021.6,1097500.5,1313258.9,1434375.9,1181940.9,0,
306,616.3709760290853,3.76132,,,,,,,,,,,0,0,1857287.8,1694017.4,1813072.5,1893537.4,1782579.6,1679278.0,1708227.6,1661507.2,2943536.8,2837663.5,3139214.0,2867337.2,2719139.5,2691407.2,0,790840.56,1588215.0,0,1592402.6,1218568.4,1434896.9,1678349.8,1363607.6,0,
307,133.1050779249936,3.811999,,,,,,,,,,,1.678144E7,0,3839447.2,3670937.8,3696569.0,3766969.5,4271316.0,4070165.2,4003268.5,4101409.2,6057099.5,6381078.0,5865197.5,5950005.0,5680947.5,5508460.5,0,2167460.8,3816793.2,1938047.5,3663105.2,3611837.2,4074456.0,4676109.0,3677783.0,0,
308,638.3529503853345,3.8077245,,,,,,,,,,,0,0,792809.8,755180.56,789775.7,826466.75,806502.75,766301.0,743878.5,806239.2,1187910.8,1335845.6,1320888.9,1268663.2,1148083.9,1149361.2,0,0,751119.94,0,715179.06,0,708943.2,860409.06,640874.94,0,
309,289.0827878003772,3.8151295,,,,,,,,,,,753521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,247.0788588294889,3.8161004,,,,,,,,,,,0,0,1118133.1,1000474.6,1033050.4,997742.7,1164950.1,1070304.5,1087454.9,1050562.4,1641098.1,1566091.2,1535090.5,1558438.5,1436240.1,1469352.0,0,629661.8,1124652.9,0,1137447.6,723873.44,884620.5,1061884.0,772663.1,0,
311,267.10093617181326,3.8311844,,,,,,,,,,,3232588.0,0,1093197.9,1051696.1,1062401.6,986891.1,1059833.8,1130202.9,1034489.1,1148373.9,1860126.4,1640013.6,1867823.2,1633185.5,1721897.5,1595885.9,0,0,896480.9,0,904071.9,813860.9,1039127.4,1262366.1,997473.75,0,
312,265.1547328481596,3.8520844,,,,,,,,,,,0,0,0,577452.2,0,716957.5,0,806238.6,0,893087.25,898814.44,966833.5,800805.44,838939.0,819230.56,822500.3,0,0,896921.2,0,872740.3,0,666677.06,664748.6,705339.2,0,
313,423.29664082975927,3.8921988,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,722705.94,742519.3,702655.7,822180.3,762197.8,671260.6,0,0,0,0,0,0,0,0,0,0,
314,133.1051052233469,3.9900315,,,,,,,,,,,5864556.0,0,1315297.1,1364824.6,1408519.1,1327974.4,1481757.1,1373416.1,1309539.2,1373340.9,2549454.0,2257515.2,2309389.0,2203331.2,2075853.9,2096078.8,0,724989.94,1293663.6,0,1288810.6,1158820.5,1338648.4,1548900.8,1304595.0,0,
315,235.16517387592808,3.934937,,,,,,,,,,,2.898252E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,574.3603955205434,3.915458,,,,,,,,,,,0,0,0,0,0,550568.75,0,0,0,0,913330.56,761465.3,802587.75,800811.6,815726.3,730623.2,0,0,0,0,0,0,0,0,0,0,
317,1524.037255160419,4.01768,,,,,,,,,,,9521767.0,0,0,0,0,0,0,0,0,0,8135743.0,0,1.0660075E7,9042574.0,0,0,0,0,0,0,0,0,0,0,0,0,
318,996.6804808719932,4.0281363,,,,,,,,,,,1.1605258E7,0,0,0,0,0,0,0,0,0,1.1075826E7,0,1.2638431E7,1.0196322E7,0,9800219.0,0,0,0,0,0,0,0,0,0,0,
319,1113.2575889991217,4.0214376,,,,,,,,,,,1.3279801E7,0,0,0,0,0,0,0,0,0,1.2670386E7,0,1.49429E7,1.1863134E7,0,1.0720499E7,0,0,0,0,0,0,0,0,0,0,
320,1113.7588887229056,4.0237136,,,,,,,,,,,1.4353644E7,0,0,0,0,0,0,0,0,0,1.2853437E7,0,1.5028941E7,1.4120916E7,0,1.1211523E7,0,0,0,0,0,0,0,0,0,0,
321,1288.8761443326673,4.02263,,,,,,,,,,,1.2949914E7,0,0,0,0,0,0,0,0,0,1.4236994E7,0,1.200471E7,1.1762511E7,9686740.0,1.1279757E7,0,0,0,0,0,0,0,0,0,0,
322,1289.3780644144633,4.0135474,,,,,,,,,,,9495173.0,0,0,0,0,0,0,0,0,0,0,0,9199440.0,8108247.0,0,0,0,0,0,0,0,0,0,0,0,0,
323,1406.9574062481024,4.029794,,,,,,,,,,,1.1185563E7,0,0,0,0,0,0,0,0,0,1.0849924E7,0,1.1972779E7,1.2944775E7,9802855.0,8443578.0,0,0,0,0,0,0,0,0,0,0,
324,236.0558640625245,4.0731483,,,,,,,,,,,9440317.0,0,0,7813343.0,0,0,0,0,0,0,6713326.5,0,0,7733518.0,0,0,0,4985026.0,0,0,0,0,0,6599853.5,0,0,
325,587.405396231627,4.0698447,,,,,,,,,,,6.7723096E7,0,4.629324E7,5.6171236E7,6.3110024E7,6.116675E7,5.9761196E7,5.046126E7,4.8617228E7,6.874615E7,5.2302336E7,5.950135E7,6.255078E7,6.1287016E7,6.1043532E7,6.2875916E7,0,4.0683124E7,5.0442556E7,4.5686332E7,5.2803696E7,5.3642504E7,5.8905516E7,5.8076744E7,6.3193744E7,0,
326,234.2794257970106,4.072939,,,,,,,,,,,8939499.0,0,0,7523229.0,0,0,0,0,0,0,6400120.5,0,6703898.0,7430623.0,0,5204276.5,0,4568510.0,0,0,0,6994794.5,0,0,5849683.5,0,
327,491.3051537083179,4.0455484,,,,,,,,,,,1843148.8,0,3292666.5,3389043.2,3062984.8,3213173.8,3929676.2,3048438.0,2884591.0,3795735.8,3269336.8,3978185.8,2742034.2,0,2927615.2,2818015.2,0,3807165.5,4286162.0,3023091.5,3910592.8,3021111.2,3849629.8,0,4083328.8,0,
328,257.14700565232084,4.0422134,,,,,,,,,,,2118295.0,0,4846354.0,4359237.0,6358445.5,6576438.0,4997236.0,4803984.5,0,5834359.0,4387210.5,5315063.0,5226312.5,5251833.0,5026070.5,3885611.8,0,6594033.5,7068602.5,4532295.0,5827254.0,3777519.2,4842541.0,5696979.5,4290971.5,0,
329,1523.53517365415,4.0722823,,,,,,,,,,,5390764.0,0,4018644.8,4853052.0,4830958.5,5464499.0,4785429.0,4253255.0,3090094.8,4707803.0,4530833.0,5099224.5,0,0,5548865.5,5137154.5,0,3573539.5,4398426.0,2593368.8,4367436.5,4971242.0,5132004.0,5280765.5,3706560.8,0,
330,234.2801058974712,4.0797534,,,,,,,,,,,0,0,0,8847255.0,5299988.0,0,0,0,4994063.0,0,0,0,0,7430623.0,5802899.0,0,0,0,0,0,6475382.5,6994794.5,6025906.5,0,5849683.5,0,
331,236.0551465308255,4.081294,,,,,,,,,,,0,0,0,9216613.0,5782477.0,0,0,7188121.5,5316027.5,0,0,0,0,7733518.0,6066805.5,0,0,0,0,0,7277958.5,7525695.0,6529767.0,6599853.5,0,0,
332,236.16778092268427,4.091745,,,,,,,,,,,3.1727738E8,0,2.8066096E8,2.8095994E8,2.9531382E8,2.7349136E8,2.9487514E8,2.7800765E8,2.7428794E8,2.8172688E8,2.6725882E8,2.9670358E8,2.8874678E8,2.9455187E8,3.2418272E8,3.1085514E8,0,2.6372122E8,2.634241E8,2.267814E8,2.8696227E8,2.633515E8,3.0862787E8,3.0302653E8,2.8263843E8,0,
333,1641.1143468805983,4.069704,,,,,,,,,,,7188113.0,0,4487400.5,5708388.0,5327786.5,4684761.0,5676540.0,4753792.0,4854503.0,6039594.5,5296021.5,6035861.0,5610431.0,5453523.5,7149632.0,7456713.5,0,3456439.8,4936075.5,2916994.8,5518348.0,4974706.5,5449020.0,5558161.5,5170440.5,0,
334,1347.9168735080575,4.0715847,,,,,,,,,,,7996894.0,0,5989545.5,6577830.5,6409666.0,6421477.0,7387766.5,6238503.0,5268873.5,6907774.5,0,7277660.0,7422404.5,7318185.0,6783332.0,6831069.0,0,4453736.5,5585189.0,5431693.5,6347208.0,5770188.5,6250577.0,6489385.5,5657594.5,0,
335,996.1783679405065,4.0706315,,,,,,,,,,,1.1049584E7,0,7942029.0,1.0171003E7,9842885.0,9770528.0,1.0384839E7,8240670.0,8059858.5,1.0006014E7,9726510.0,1.0541873E7,1.0546594E7,1.1160043E7,1.0602901E7,9741594.0,0,7437212.0,8710012.0,5217096.5,9914907.0,9220231.0,9837125.0,8471139.0,9195692.0,0,
336,1230.336475355358,4.0712194,,,,,,,,,,,9108448.0,0,6532564.5,6285986.0,6944150.0,7090750.0,8107373.5,5666813.5,5630619.0,6920756.5,7933487.5,8519752.0,7329212.5,7758208.5,7453369.0,7488406.0,0,5203892.5,6684696.5,4916603.0,6725588.0,6413376.0,6986267.0,6256139.5,6513056.5,0,
337,1524.0369689532774,4.0724216,,,,,,,,,,,1.0162449E7,0,7013666.0,7405211.5,7238165.5,8025411.0,7975279.0,6658157.0,5638788.0,7001977.5,7994668.5,8393460.0,7845559.0,8319597.5,8603821.0,9579983.0,0,4869009.5,7087194.0,3176000.2,7365814.0,7683168.0,7627581.5,7790704.0,7895048.5,0,
338,1054.7179430333456,4.0718417,,,,,,,,,,,2.128625E7,0,1.7169968E7,1.8704478E7,1.9994646E7,1.909893E7,2.0540444E7,1.845919E7,1.7318318E7,2.1959114E7,1.9902754E7,2.134582E7,1.9600284E7,2.0775628E7,1.9068232E7,2.1700884E7,0,1.3907345E7,1.8234006E7,1.1969854E7,1.9855316E7,1.9033344E7,1.9507144E7,1.8969762E7,1.9434964E7,0,
339,586.4022953529136,4.071977,,,,,,,,,,,2.1943982E8,0,1.5257072E8,1.8175301E8,1.9460464E8,1.8404157E8,2.0262555E8,1.6275117E8,1.671132E8,2.1143334E8,1.802189E8,2.1056658E8,1.879748E8,1.977694E8,2.0165982E8,2.0438397E8,0,1.449425E8,1.6115538E8,1.4018522E8,1.7626454E8,1.5773394E8,1.8752506E8,1.9156283E8,1.8536712E8,0,
340,1464.9957213262485,4.072664,,,,,,,,,,,6172026.0,0,3947808.2,4665562.5,5704280.0,4279363.0,4923639.0,4516711.0,4343720.5,4864129.0,5432593.5,5588610.0,5852584.5,6081187.0,4979348.5,5981759.5,0,2917641.8,4229750.0,2700412.2,4621128.5,4949613.5,5084840.0,4669793.0,4336191.0,0,
341,1367.5962322379746,4.075621,,,,,,,,,,,5707078.0,0,3588601.0,3870032.2,4753161.5,4029444.8,4761503.0,3570560.5,3110564.2,3894930.8,4003566.0,4390603.0,0,4341446.0,4733081.0,4877805.5,0,2160046.5,3526555.8,1635550.9,4234037.5,3509401.8,3651143.2,4003864.5,3965532.0,0,
342,1405.9543768372118,4.076508,,,,,,,,,,,9387973.0,0,6742166.0,6746927.5,8024173.5,6717452.5,8737357.0,7588876.5,7368556.5,7923950.0,8290633.0,8703254.0,8457760.0,8736697.0,8377900.5,8182294.0,0,5512183.5,5562510.5,5087151.5,7619422.0,7439260.0,7049937.0,7700665.5,7678018.5,0,
343,469.323184657942,4.073358,,,,,,,,,,,5.380878E8,0,3.7368234E8,4.4491984E8,4.703636E8,4.2777443E8,4.8907283E8,3.9929926E8,3.9749235E8,5.0117526E8,4.337542E8,5.0359677E8,4.6681152E8,4.7242646E8,4.7609427E8,4.9076115E8,0,3.3352314E8,3.7032266E8,3.5619613E8,4.3092986E8,4.0161344E8,4.661968E8,4.732845E8,4.426E8,0,
344,1171.7966162802747,4.0745897,,,,,,,,,,,1.691082E7,0,1.1568433E7,1.3993456E7,1.4359625E7,1.2813334E7,1.4621265E7,1.325735E7,1.2255961E7,1.5183867E7,1.4678117E7,1.7911202E7,1.4463047E7,1.656524E7,1.4409297E7,1.6451167E7,0,1.0710813E7,1.3308468E7,8332502.5,1.2853393E7,1.3617322E7,1.3839839E7,1.3765335E7,1.2847872E7,0,
345,937.6391201173852,4.0747395,,,,,,,,,,,2.0102222E7,0,1.5181035E7,1.7172462E7,1.822401E7,1.7127946E7,1.9813482E7,1.6535059E7,1.5232701E7,1.9903052E7,1.6934814E7,1.973109E7,1.7565496E7,1.9933168E7,1.8469934E7,1.9937608E7,0,1.4270118E7,1.6333022E7,1.0625163E7,1.6331268E7,1.6898552E7,1.7092524E7,1.6808376E7,1.7790588E7,0,
346,1113.2573381369143,4.070038,,,,,,,,,,,1.3007883E7,0,9164957.0,1.1184973E7,9760358.0,1.0499921E7,1.1470297E7,9177350.0,9397794.0,1.1284996E7,1.2670386E7,1.0986516E7,1.1457674E7,1.1515319E7,1.0080844E7,1.077152E7,0,7937223.5,8915872.0,6247282.0,1.1058429E7,1.1424138E7,1.0456724E7,9574053.0,9892707.0,0,
347,1113.7585927882444,4.074231,,,,,,,,,,,1.3699888E7,0,1.0372575E7,1.0505503E7,1.1545224E7,1.2308227E7,1.2374676E7,1.001481E7,1.0674144E7,1.2777213E7,1.2441914E7,1.3194056E7,1.2047207E7,1.3762331E7,1.2739986E7,1.3690131E7,0,9282656.0,1.0856903E7,6855707.5,1.2021797E7,1.0568668E7,1.1940568E7,1.1998402E7,1.0685513E7,0,
348,1230.8379409199258,4.07646,,,,,,,,,,,1.0761321E7,0,8021853.0,7945665.5,7520995.0,8475235.0,9368905.0,7607268.0,8216976.5,8782392.0,9738415.0,9787016.0,9315344.0,1.0241384E7,9489264.0,1.0119891E7,0,6002584.0,7547904.5,4272469.0,8640016.0,9505694.0,8728592.0,8710257.0,7704565.5,0,
349,471.328527135998,4.0762014,,,,,,,,,,,2.1468526E7,0,1.4350382E7,1.7697878E7,1.836334E7,1.6917928E7,1.9128722E7,1.5131948E7,1.6168915E7,1.8852854E7,1.5916023E7,2.0051352E7,1.7901222E7,1.9063912E7,1.9470214E7,1.895992E7,0,1.2612142E7,1.3755782E7,1.4710839E7,1.699721E7,1.6185057E7,1.771043E7,1.8578028E7,1.662532E7,0,
350,820.5602458998309,4.076211,,,,,,,,,,,2.0485388E7,0,1.4732832E7,1.7471184E7,1.9148488E7,1.8001788E7,1.8952556E7,1.7234554E7,1.6374918E7,2.1943294E7,1.8001634E7,2.0106314E7,1.7859138E7,2.0963152E7,2.0271096E7,2.0932234E7,0,1.4153734E7,1.6360847E7,1.1571224E7,1.7279404E7,1.6194221E7,1.9405592E7,1.7547918E7,1.8262154E7,0,
351,703.48124609008,4.0765924,,,,,,,,,,,6.254185E7,0,4.3570556E7,5.169008E7,5.6320916E7,5.6701572E7,6.0492748E7,5.1243724E7,5.016656E7,6.43608E7,5.42353E7,6.2193268E7,5.4328268E7,5.989138E7,6.0513776E7,6.1648196E7,0,4.4814024E7,5.02096E7,3.8435748E7,5.362907E7,5.048972E7,5.6415736E7,5.2465988E7,5.5860732E7,0,
352,1288.8760437683939,4.073781,,,,,,,,,,,1.2746726E7,0,8266816.5,1.11325E7,1.0601757E7,9409964.0,1.1702843E7,9444946.0,9125962.0,1.0719847E7,1.4236994E7,1.2353056E7,1.0516204E7,1.1601183E7,1.0718703E7,1.1163487E7,0,7619636.5,8742974.0,4938393.0,1.0166826E7,9873979.0,1.0471119E7,9547410.0,8947595.0,0,
353,1523.0342343877016,4.0793185,,,,,,,,,,,6461734.5,0,4637741.0,5032585.5,5768366.5,5598243.0,5280981.5,4922505.0,4701054.5,5517062.5,0,6809419.5,5640699.0,6294488.5,6307746.5,6139212.5,0,4144226.5,4964781.5,3812472.8,5274609.0,5840815.5,5191686.0,5525609.5,5716794.0,0,
354,352.24401287017895,4.077031,,,,,,,,,,,6.6166854E8,0,4.548967E8,5.2527942E8,5.64652E8,5.0184208E8,5.93649E8,5.0130422E8,4.8584554E8,5.779552E8,5.3551373E8,6.0350176E8,5.664219E8,5.550743E8,5.8147296E8,5.852642E8,0,4.076491E8,4.4628867E8,4.3786755E8,5.0757203E8,5.0421712E8,5.6125946E8,5.709773E8,5.1786906E8,0,
355,1289.3774138928927,4.078397,,,,,,,,,,,0,0,6075160.0,7356950.0,7906231.0,7053988.5,8616828.0,7571567.0,7089939.5,8194656.5,8799859.0,9278852.0,7763919.0,8169265.0,8360821.0,9016199.0,0,6613166.5,6419006.0,5278491.0,7060110.5,6970391.0,7460716.5,8768582.0,6377995.5,0,
356,996.6800985245516,4.074622,,,,,,,,,,,1.1914435E7,0,7945837.5,1.0899589E7,1.0043653E7,9060750.0,1.135972E7,8639539.0,8191436.5,1.086334E7,1.1075826E7,1.1257485E7,1.2638431E7,1.0292263E7,9845990.0,9791548.0,0,8098663.0,9066900.0,5538682.5,9948486.0,9082787.0,8828724.0,1.0240925E7,1.0603755E7,0,
357,234.27493525326196,4.07806,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6708136.0,0,0,0,0,0,0,0,0,0,6800617.5,0,0,0,
358,1289.878816994704,4.0760274,,,,,,,,,,,1.1354836E7,0,7532433.0,9471708.0,9679388.0,8494015.0,1.0353711E7,8288549.0,1.0079949E7,1.0197577E7,1.0534892E7,1.1415149E7,1.0469457E7,1.0543832E7,9675550.0,1.1584048E7,0,6173992.0,9328155.0,4833445.0,9366234.0,9065066.0,9834164.0,9860139.0,8840072.0,0,
359,1406.9572883877604,4.0792046,,,,,,,,,,,1.1141264E7,0,7192450.0,8602853.0,8950490.0,9892889.0,9798651.0,7975222.0,7480298.0,9274082.0,1.0283757E7,1.003518E7,9421960.0,1.0834245E7,9295446.0,1.0256197E7,0,5668050.5,9003649.0,4634035.5,9645246.0,8405150.0,8631594.0,8891048.0,8135728.5,0,
360,235.16512217439686,4.0873985,,,,,,,,,,,3.029477E9,0,2.2596772E9,2.3844992E9,2.5573082E9,2.3096113E9,2.6588897E9,2.4004298E9,2.3404516E9,2.5604762E9,2.413997E9,2.683775E9,2.6075177E9,2.5469476E9,2.6731154E9,2.6155976E9,0,2.154208E9,2.2206129E9,2.1051735E9,2.3235535E9,2.3661532E9,2.5940595E9,2.5982881E9,2.3729956E9,0,
361,588.4078248777693,4.081209,,,,,,,,,,,1.2877709E7,0,9445363.0,1.1197096E7,1.3043906E7,1.1971524E7,1.2253414E7,9514920.0,1.0092E7,1.3499975E7,1.1351354E7,1.2266002E7,1.2734753E7,1.2393029E7,1.2728195E7,1.2940823E7,0,8274139.0,1.1486018E7,8167418.0,1.0760951E7,9072590.0,1.2172934E7,1.2233605E7,1.2368766E7,0,
362,1406.456025753621,4.0784106,,,,,,,,,,,6838460.0,0,4567781.5,6341827.0,6312078.0,5723940.5,6413591.5,5478064.5,4816270.5,6775807.0,6864065.5,7461623.0,7018126.5,6999072.5,6661536.5,7122453.0,0,4581417.0,4811413.0,1499116.6,5584951.5,5348615.0,5630453.5,0,6757922.5,0,
363,120.09064317615976,4.0947757,,,,,,,,,,,2.0743168E7,0,2.1400702E7,2.0394654E7,2.1228414E7,2.1055322E7,2.0779272E7,2.0446196E7,2.0251568E7,2.1574442E7,2.0737138E7,2.0955546E7,2.0791402E7,2.0917756E7,2.0777934E7,2.0690538E7,0,2.0561066E7,2.0338132E7,2.0480768E7,2.0345536E7,2.0446554E7,2.1083566E7,2.0803534E7,2.0491E7,0,
364,238.17132327382018,4.106159,,,,,,,,,,,2580152.5,0,1971960.0,1873119.6,2360018.5,2500880.2,2630100.5,2058698.4,2447662.8,2140766.2,0,2180230.2,2225895.2,2258321.8,2024969.5,2413269.8,0,2072003.9,2079448.4,1962304.4,2699632.0,0,2156992.8,2136571.5,2264792.0,0,
365,470.32620348012404,4.0806203,,,,,,,,,,,1.32881496E8,0,8.9018056E7,1.0763915E8,1.1965358E8,1.1477193E8,1.1331998E8,9.763959E7,9.6701736E7,1.2600783E8,1.0738168E8,1.1802433E8,1.0736406E8,1.1775567E8,1.2391371E8,1.2237772E8,0,8.4440664E7,9.412542E7,8.707085E7,1.1148465E8,9.529273E7,1.135466E8,1.1589947E8,1.1779128E8,0,
366,120.09302488654026,4.1059704,,,,,,,,,,,5910337.0,0,5867482.5,5774148.0,6211775.5,5924181.0,5690201.5,5785636.5,5997747.5,6020771.5,6291607.0,6220660.5,6186528.0,5888291.5,6071897.5,5769404.0,0,5367303.0,6088059.0,5568321.5,6169262.0,5992748.0,6409531.5,5866782.5,5818847.5,0,
367,234.2732902501144,4.10566,,,,,,,,,,,0,0,3921513.2,0,6665928.0,0,4436341.5,4159509.0,0,8244166.5,0,7321223.5,4758737.5,0,0,0,0,0,0,4157983.2,5316191.0,5398207.5,0,6672520.5,0,0,
368,236.06232059563672,4.1128454,,,,,,,,,,,0,0,3773034.2,0,6281729.5,0,4157525.0,3681457.0,0,7721397.0,0,6715822.0,4285802.5,0,3585953.5,0,0,0,5166777.0,3834481.5,4801488.0,4733447.5,0,6275875.5,0,0,
369,353.2472134561984,4.0931,,,,,,,,,,,1.06182904E8,0,7.559343E7,9.088936E7,1.00604184E8,9.331384E7,1.0040433E8,8.918733E7,8.560977E7,1.058544E8,9.4683816E7,1.0753182E8,0,9.666256E7,1.10026504E8,1.0784658E8,0,7.875055E7,8.589085E7,7.1603944E7,9.594051E7,8.013401E7,1.0366918E8,9.976671E7,1.0022681E8,0,
370,1249.7742393856438,4.1346703,,,,,,,,,,,0,0,2230172.0,0,2137727.8,1860270.6,2241588.5,2096536.8,2385793.5,1972548.0,2865672.2,2111639.0,2417357.8,2240353.0,1892653.4,2553961.2,0,1995716.1,2192499.8,2150246.2,2130333.2,2841611.5,2180096.2,1861240.9,2164804.0,0,
371,1132.6954614000522,4.132097,,,,,,,,,,,0,0,3093763.0,2353743.2,2674041.0,2897317.8,2542407.5,3066101.5,3376112.5,2739488.5,0,2841785.8,3012917.2,2992016.5,2630471.2,3540079.0,0,2773950.0,3139225.2,2370890.0,3095858.0,3437361.8,3297515.5,2495266.5,2908371.0,0,
372,236.05863846013983,4.133047,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6006013.5,0,0,0,0,0,0,0,0,0,0,0,0,6988184.5,0,0,0,
