"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
4	"C20H30N8O5S"	"[M - H2O + H]+"	"C20H29N8O4S+"	"Amino acids and Peptides"	0.156	"Oligopeptides"	0.054	"Cyclamides"	0.197	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	0.999	"Amines"	0.973	"Tertiary amines"	0.909	"Dialkylarylamines"	0.523	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Piperazines; Ethers; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Morpholines; Azoles; Sulfonyls; Dialkyl ethers; Organosulfonamides; Trialkylamines; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; N-alkylpiperazines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic sulfonamides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	477.204	392	6.533	839408761111357184	839408499575523328	839408499575523328	607	NA	607
1	"C75H76O11"	"[M + K]+"	"C75H76KO11+"	"Terpenoids"	0.962	"Carotenoids (C40)"	0.958	"Carotenoids (C40, β-β)"	0.82	"Lipids and lipid-like molecules"	0.913	"Prenol lipids"	0.852	"Tetraterpenoids"	0.584	"Carotenoids"	0.567	"Xanthophylls"	0.596	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1191.5	392	6.533	839408798960757376	839408499651020928	839408499651020928	609	NA	609
16	"C76H74O14"	"[M - H2O + H]+"	"C76H73O13+"	"Polyketides"	0.922	"Macrolides"	0.793	"Spirotetronate macrolides"	0.438	"Lipids and lipid-like molecules"	0.566	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.566	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1193.5	392	6.533	839408889993932672	839408499726518400	839408499726518400	611	NA	611
6	"C32H47N3O10S2"	"[M + H3N + H]+"	"C32H51N4O10S2+"	"Amino acids and Peptides"	0.81	"Oligopeptides"	0.978	"Depsipeptides"	0.243	"Organic acids and derivatives"	0.997	"Carboxylic acids and derivatives"	0.99	"Amino acids, peptides, and analogues"	0.788	"Amino acids and derivatives"	0.77	"Alpha amino acids and derivatives"	0.697	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Thiazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Thiazolecarboxylic acids and derivatives; 2,4-disubstituted thiazoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	715.303	392	6.534	839408759634962176	839408499764267136	839408499764267136	612	NA	612
6	"C44H57N9O10S2"	"[M + H3N + H]+"	"C44H61N10O10S2+"	"Amino acids and Peptides"	0.949	"Oligopeptides"	1	"Linear peptides"	0.596	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.994	"Amino acids, peptides, and analogues"	0.995	"Peptides"	0.788	"Peptides"	0.788	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	953.401	392	6.534	839408771471288320	839408499806210176	839408499806210176	613	NA	613
3	"C63H63N5O10"	"[M + Na]+"	"C63H63N5NaO10+"	"Amino acids and Peptides"	0.639	"Oligopeptides"	0.994	"Depsipeptides"	0.383	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.993	"Amino acids, peptides, and analogues"	0.981	"Amino acids and derivatives"	0.976	"Phenylalanine and derivatives"	0.549	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Anisoles; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Phenol ethers; Benzenoids; Fatty Acyls; Organic oxides; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	1072.45	392	6.534	839408893059969024	839408499843958912	839408499843958912	614	NA	614
2	"C68H80N2O23"	"[M + H3N + H]+"	"C68H84N3O23+"	"Fatty acids"	0.323	"Spingolipids"	0.551	"Neutral glycosphingolipids"	0.266	"Lipids and lipid-like molecules"	0.953	"Sphingolipids"	0.763	"Glycosphingolipids"	0.76	"Neutral glycosphingolipids"	0.762	"Glycosyl-N-acylsphingosines"	0.766	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alcohols and polyols; Oligosaccharides; Sugar acids and derivatives; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Glucuronides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Neuraminic acids and derivatives; Sugar amino acids and derivatives; Neutral glycosphingolipids; Simple glycosylceramides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Pyranoid amino acids and derivatives; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; Alkyl glycosides; C-glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; C-glucuronides; Neuraminic acids; Glycosphingolipids; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1310.549	392	6.534	839408813305277312	839408500192086144	839408500192086144	624	NA	624
4	"C58H60O11"	"[M + Na]+"	"C58H60NaO11+"	"Terpenoids"	0.532	"Macrolides"	0.263	"Spirotetronate macrolides"	0.13	"Benzenoids"	0.825	"Benzene and substituted derivatives"	0.536	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.536	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	955.4	392	6.534	839408792073709952	839408500120782976	839408500120782976	622	NA	622
6	"C6H6O7S"	"[M + H3N + H]+"	"C6H10NO7S+"	"Fatty acids"	0.196	"Phenolic acids (C6-C1)"	0.2	"Simple phenolic acids"	0.276	"Organic acids and derivatives"	0.978	"Carboxylic acids and derivatives"	0.58	NA	NA	NA	NA	"Carboxylic acids and derivatives"	0.58	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	240.019	392	6.535	839409179052783744	839408500259195008	839408500259195008	626	NA	626
6	"C43H54N8O16"	"[M + H3N + H]+"	"C43H58N9O16+"	"Amino acids and Peptides"	0.956	"Oligopeptides"	0.995	"Cyclic peptides"	0.731	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.995	"Amino acids, peptides, and analogues"	0.98	"Peptides"	0.851	"Oligopeptides"	0.701	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities"	956.402	392	6.535	839408942414344448	839408500368246912	839408500368246912	629	NA	629
12	"C62H75N11O20"	"[M + H3N + H]+"	"C62H79N12O20+"	"Amino acids and Peptides"	0.827	"Oligopeptides"	0.999	"Lipopeptides"	0.32	"Organic acids and derivatives"	1	"Peptidomimetics"	0.74	"Depsipeptides"	0.786	"Cyclic depsipeptides"	0.784	"Cyclic depsipeptides"	0.784	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenols; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Benzene and substituted derivatives; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities"	1311.549	392	6.535	839408853545430528	839408500401801344	839408500401801344	630	NA	630
1	"C13H20N2O"	"[M + H3N + H]+"	"C13H24N3O+"	"Alkaloids"	0.936	"Lysine alkaloids"	0.383	"Quinolizidine alkaloids"	0.278	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Amines"	0.983	"Aralkylamines"	0.781	"Aralkylamines"	0.781	"Organic compounds; Organoheterocyclic compounds; Oxazinanes; Piperidines; Ethers; Organonitrogen compounds; Organooxygen compounds; Morpholines; Dialkyl ethers; Trialkylamines; Amines; Tertiary amines; Aralkylamines; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	238.191	392	6.535	839408762415785728	839408500573767808	839408500573767808	635	NA	635
8	"C80H118O12"	"[M + H]+"	"C80H119O12+"	"Terpenoids"	0.524	"Glycerolipids"	0.739	"Triacylglycerols"	0.57	"Lipids and lipid-like molecules"	0.957	"Glycerolipids"	0.586	"Triradylcglycerols"	0.667	"Triacylglycerols"	0.659	"Triacylglycerols"	0.659	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Prenol lipids; Organooxygen compounds; Triacylglycerols; Fatty acyl glycosides; Carbonyl compounds; Alkyl glycosides; Triradylcglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1271.866	392	6.536	839409038518432768	839408500154337408	839408500154337408	623	NA	623
1	"C13H20N2O"	"[M + H3N + H]+"	"C13H24N3O+"	"Alkaloids"	0.956	"Lysine alkaloids"	0.35	"Quinolizidine alkaloids"	0.259	"Benzenoids"	0.449	"Benzene and substituted derivatives"	0.652	"Phenylmethylamines"	0.782	NA	NA	"Phenylmethylamines"	0.782	"Organic compounds; Organoheterocyclic compounds; Phenylmethylamines; Piperidines; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Trialkylamines; Benzene and substituted derivatives; Amines; Tertiary amines; Benzylamines; Aralkylamines; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	238.194	392	6.539	839408763426613120	839408500473104512	839408500473104512	632	NA	632
1	"C10H24N2OS"	"[M + H3N + H]+"	"C10H28N3OS+"	"Fatty acids"	0.357	"Ornithine alkaloids"	0.267	"Monocyclic monoterpenoids"	0.079	"Organic nitrogen compounds"	0.982	"Organonitrogen compounds"	0.976	"Amines"	0.911	"Tertiary amines"	0.625	"Trialkylamines"	0.667	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Trialkylamines; Amines; Tertiary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	238.198	392	6.54	839408834557816064	839408500540213376	839408500540213376	634	NA	634
1	"C45H60N8O14"	"[M + K]+"	"C45H60KN8O14+"	"Amino acids and Peptides"	0.973	"Oligopeptides"	0.999	"Linear peptides"	0.594	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.997	"Amino acids, peptides, and analogues"	0.995	"Peptides"	0.798	"Oligopeptides"	0.555	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities"	975.384	393	6.543	839409563662073728	839408499114149888	839408499114149888	595	NA	595
1	"C53H74N10O20S"	"[M + H]+"	"C53H75N10O20S+"	"Amino acids and Peptides"	0.979	"Oligopeptides"	1	"Linear peptides"	0.839	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.995	"Amino acids, peptides, and analogues"	0.998	"Peptides"	0.754	"Peptides"	0.754	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Lactams; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Organic carbonic acids and derivatives; Monoalkylamines; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Organosulfonic acids; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; N-carbamoyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-carbamoyl-alpha amino acids; Benzenoids; Amines; Primary amines; Alkanesulfonic acids and derivatives; Sulfenyl compounds; Alkanesulfonic acids; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities"	1203.491	393	6.545	839409748505051264	839408500749928704	839408500749928704	640	NA	640
1	"C13H20N2O"	"[M + H3N + H]+"	"C13H24N3O+"	"Alkaloids"	0.963	"Lysine alkaloids"	0.297	"Tropane alkaloids"	0.324	"Benzenoids"	0.752	"Benzene and substituted derivatives"	0.835	"Phenylmethylamines"	0.781	NA	NA	"Phenylmethylamines"	0.781	"Organic compounds; Organoheterocyclic compounds; Phenylmethylamines; Piperidines; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Benzylamines; Aralkylamines; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	238.191	393	6.545	839408778702268544	839408500607322240	839408500607322240	636	NA	636
12	"C54H66O22"	"[M + H3N + H]+"	"C54H70NO22+"	"Terpenoids"	0.79	"Triterpenoids"	0.873	"Limonoids"	0.464	"Lipids and lipid-like molecules"	0.917	"Prenol lipids"	0.798	"Triterpenoids"	0.743	NA	NA	"Triterpenoids"	0.743	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Triterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1084.442	393	6.547	839409575510982528	839408500917700864	839408500917700864	645	NA	645
3	"C52H68N8O15"	"[M + K]+"	"C52H68KN8O15+"	"Amino acids and Peptides"	0.866	"Oligopeptides"	0.999	"Linear peptides"	0.264	"Organic acids and derivatives"	0.999	"Peptidomimetics"	0.502	"Depsipeptides"	0.554	"Cyclic depsipeptides"	0.508	"Cyclic depsipeptides"	0.508	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Cyclic depsipeptides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1083.441	394	6.56	839408887666093952	839408500884146432	839408500884146432	644	NA	644
11	"C66H72O20"	"[M + H3N + H]+"	"C66H76NO20+"	"Terpenoids"	0.69	"Triterpenoids"	0.699	"Spirotetronate macrolides"	0.237	"Lipids and lipid-like molecules"	0.896	"Prenol lipids"	0.743	"Terpene glycosides"	0.574	"Triterpene glycosides"	0.553	"Triterpene saponins"	0.553	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Triterpenoids; Triterpene glycosides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Triterpene saponins; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1202.491	394	6.565	839409633354629120	839408500812843264	839408500812843264	642	NA	642
5	"C43H68O22"	"[M + K]+"	"C43H68KO22+"	"Polyketides"	0.549	"Macrolides"	0.363	"Open-chain polyketides"	0.248	"Lipids and lipid-like molecules"	0.793	"Prenol lipids"	0.494	"Terpene glycosides"	0.547	NA	NA	"Terpene glycosides"	0.547	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	975.384	395	6.591	839408949725016448	839408500955449600	839408500955449600	646	NA	646
1	"C38H38N2O14"	"[M + Na]+"	"C38H38N2NaO14+"	"Polyketides"	0.146	"Tyrosine alkaloids"	0.243	"Depsides and depsidones"	0.161	"Benzenoids"	0.992	"Benzene and substituted derivatives"	0.933	"Benzoic acids and derivatives"	0.57	NA	NA	"Benzoic acids and derivatives"	0.57	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	769.223	396	6.597	839409360548707584	839408501030947072	839408501030947072	648	NA	648
1	"C30H50O19"	"[M + K]+"	"C30H50KO19+"	"Terpenoids"	0.835	"Monoterpenoids"	0.966	"Secoiridoid monoterpenoids"	0.936	"Lipids and lipid-like molecules"	0.882	"Prenol lipids"	0.489	"Terpene glycosides"	0.51	NA	NA	"Terpene glycosides"	0.51	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	753.258	396	6.599	839409069761803392	839408500993198336	839408500993198336	647	NA	647
4	"C14H27O7P"	"[M + H3N + H]+"	"C14H31NO7P+"	"Fatty acids"	0.89	"Glycerophospholipids"	0.98	"Glycerophosphates"	0.819	"Organic acids and derivatives"	0.996	"Organic phosphoric acids and derivatives"	0.909	"Phosphate esters"	0.855	"Alkyl phosphates"	0.853	"Monoalkyl phosphates"	0.526	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	356.185	396	6.603	839408773769767040	839408501068695808	839408501068695808	649	NA	649
3	"C18H18O2"	"[M + H3N + H]+"	"C18H22NO2+"	"Shikimates and Phenylpropanoids"	0.99	"Flavonoids"	0.577	"Neolignans"	0.464	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Ethers"	0.766	"Alkyl aryl ethers"	0.733	"Alkyl aryl ethers"	0.733	"Organic compounds; Alkyl aryl ethers; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	284.164	397	6.611	839409315539631232	839408501139998976	839408501139998976	651	NA	651
6	"C17H23N9O5S2"	"[M + H3N + H]+"	"C17H27N10O5S2+"	"Amino acids and Peptides"	0.874	"Oligopeptides"	0.693	"Cyclamides"	0.956	"Organoheterocyclic compounds"	0.996	"Azoles"	0.66	"Thiazoles"	0.598	NA	NA	"Thiazoles"	0.598	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	515.161	397	6.616	839409110220060160	839408501211302144	839408501207107840	653	NA	653
