row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_03_BB_10mM.mzML Peak area,20260424_CVOL_Group_03_IAA_50uM.mzML Peak area,20260424_CVOL_Group_03_Pt_1A_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_1A_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_1B_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_1B_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_2A_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_2A_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_2B_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_2B_20m.mzML Peak area,20260424_CVOL_Group_03_QC_01.mzML Peak area,20260424_CVOL_Group_03_QC_02.mzML Peak area,20260424_CVOL_Group_03_QC_03.mzML Peak area,20260424_CVOL_Group_03_QC_04.mzML Peak area,20260424_CVOL_Group_03_QC_05.mzML Peak area,20260424_CVOL_Group_03_QC_06.mzML Peak area,20260424_CVOL_Group_03_bl.mzML Peak area,20260424_CVOL_Group_03_wt_1A_0m.mzML Peak area,20260424_CVOL_Group_03_wt_1A_20m.mzML Peak area,20260424_CVOL_Group_03_wt_1B_0m.mzML Peak area,20260424_CVOL_Group_03_wt_1B_20m.mzML Peak area,20260424_CVOL_Group_03_wt_2A_0m.mzML Peak area,20260424_CVOL_Group_03_wt_2A_20m.mzML Peak area,20260424_CVOL_Group_03_wt_2B_0m.mzML Peak area,20260424_CVOL_Group_03_wt_2B_20m.mzML Peak area,20260424_CVOL_bk_mapp_05.mzML Peak area,Unnamed: 39
845,306.2790032510838,9.000653,height,,,,,,,,,,,340039.5,677604.2,379157.66,470874.03,525774.44,485992.34,487101.72,439355.12,498685.06,454896.34,0.0,0.0,0.0,0.0,0.0,0.0,1001388.56,684749.4,523026.88,661844.1,414168.34,559165.6,540220.44,482300.38,524138.2,0.0,
846,422.383883754534,9.006114,height,,,,,,,,,,,577266.4,579323.44,580547.2,496513.53,537102.9,549596.1,498835.72,570711.44,567143.1,507914.06,492661.1,523668.38,469728.6,487219.53,537142.8,561417.56,500456.97,556343.25,540313.56,549658.94,542016.6,474144.38,485534.5,530399.94,599600.6,431445.4,
847,377.3261266980079,9.01003,height,,,,,,,,,,,599821.56,642438.0,646948.0,550568.56,603339.8,632430.75,646498.3,601515.0,640916.7,568695.06,627792.9,632146.25,605468.44,591724.6,619961.8,625708.3,665853.0,651077.4,596278.4,641356.06,611046.06,573199.44,592045.3,599097.44,619110.56,582544.5,
848,257.26666716510806,9.03265,height,,,,,,,,,,,1114836.5,1890647.6,750173.3,1059976.2,1009560.3,994351.94,1031687.1,1088401.9,1122098.2,1165050.4,0.0,0.0,0.0,0.0,0.0,0.0,2967614.8,1613345.1,1118694.0,1479278.1,1058524.0,1219531.4,1074945.1,1033384.75,1201870.6,0.0,
849,268.26342703261173,9.013751,height,,,,,,,,,,,397973.78,704578.0,360390.8,414898.53,418872.94,437965.25,503222.62,0.0,468290.78,487106.38,0.0,0.0,0.0,0.0,0.0,0.0,1127550.9,473763.9,523035.44,642609.7,0.0,396626.8,474986.22,466652.94,519231.44,0.0,
850,161.96957184970316,9.0935,height,,,,,,,,,,,596643.44,505393.4,596018.56,502597.9,569561.9,465177.38,496376.72,504661.34,0.0,514163.6,505585.62,454151.44,457167.1,449571.84,520240.5,519277.94,569202.5,652050.4,525045.94,562899.5,556809.5,566589.1,520898.7,530734.8,535056.8,548062.94,
851,306.2790394187696,9.110653,height,,,,,,,,,,,325870.94,636306.0,424154.78,500063.62,476448.72,407242.28,473374.56,466388.6,457915.6,475445.8,0.0,0.0,0.0,0.0,0.0,0.0,1049065.5,653033.6,479420.62,680292.06,426831.6,570918.75,525327.1,467251.0,545977.0,0.0,
852,237.22129125438957,9.170035,height,,,,,,,,,,,3816841.8,4012649.5,3502760.0,3522396.5,3883304.8,3524075.0,3952023.0,3677605.2,3695827.8,3752968.8,3633421.8,3218047.8,3466486.5,3469026.2,3373377.2,3420236.5,4023559.8,4263092.0,3924827.5,3343588.0,3757272.8,2704256.2,3877272.0,3361343.5,3764994.5,2946210.2,
853,243.88419366093203,9.140635,height,,,,,,,,,,,479117.1,536528.0,471314.6,465980.44,506448.22,459068.72,477914.5,496976.78,499454.94,478443.06,352379.66,372582.2,338387.12,352709.22,378807.34,0.0,488477.72,503063.75,496667.12,490330.47,465950.4,494198.94,446326.88,442164.06,483931.2,300181.2,
854,257.26624638330725,9.146952,height,,,,,,,,,,,18422440.0,28987936.0,14224938.0,17214904.0,15999280.0,17173124.0,21702778.0,17549928.0,20144250.0,16163722.0,1150938.5,1283851.9,1478630.6,1506812.6,1445858.4,1699322.5,44680804.0,29749846.0,20249704.0,25350920.0,17507606.0,17858074.0,20455864.0,16984892.0,24809408.0,241065.67,
855,297.28983524981135,9.148061,height,,,,,,,,,,,0.0,867505.2,452822.06,510188.6,464502.8,512953.06,711615.3,535350.9,551116.94,523019.66,0.0,0.0,0.0,0.0,0.0,0.0,1237358.5,728554.25,577543.6,647215.75,462959.44,661781.94,625704.06,534091.6,654312.94,0.0,
856,143.95901699337583,9.135887,height,,,,,,,,,,,1188465.0,1294262.8,1249505.5,1138271.4,1288862.4,1126213.4,1197910.8,1275091.6,1278394.1,1187100.9,0.0,927694.94,934419.5,948733.25,949414.9,1008413.6,1027956.0,1234902.8,1327571.8,1305006.6,1182018.6,1198689.6,1302683.1,1143768.9,1159636.4,740371.06,
857,258.2694468559999,9.146002,height,,,,,,,,,,,1491282.4,2611998.2,1199240.1,1493388.8,1417900.4,1376082.8,1824426.0,1428006.9,1726762.9,1546228.9,0.0,0.0,0.0,0.0,0.0,0.0,4367166.0,2355372.5,1692554.6,2031889.1,1443163.1,1695841.2,1740808.4,1421257.0,1793110.2,0.0,
858,511.5199985073789,9.144524,height,,,,,,,,,,,0.0,622323.9,0.0,0.0,0.0,235789.75,342723.56,243450.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470858.2,633696.8,327813.72,573148.06,0.0,315095.25,303693.1,299693.53,403087.56,0.0,
859,165.0758282772237,9.142746,height,,,,,,,,,,,0.0,277317.06,257646.4,284634.56,222884.98,0.0,264869.53,224590.12,0.0,0.0,0.0,0.0,244247.55,299559.9,281206.0,291930.28,0.0,0.0,0.0,236238.4,0.0,0.0,228213.77,0.0,0.0,0.0,
860,273.18486042757445,9.168653,height,,,,,,,,,,,398982.1,380960.66,346279.47,397997.28,340415.0,0.0,374753.44,352794.06,341903.94,331923.3,327094.6,369824.4,306293.94,354088.62,403003.5,338781.44,401806.03,377798.9,373910.28,319585.7,345247.72,330559.5,401962.06,416832.22,353618.1,365666.97,
861,237.2212869249567,9.184055,height,,,,,,,,,,,3507505.0,3734357.5,3511217.8,3317074.2,3399455.5,3285949.8,3569132.0,3489934.8,3680180.2,3748433.0,3544317.0,3059894.8,3429596.0,3263520.2,3205857.0,3197478.2,3506427.8,3618024.2,3446755.5,3390046.5,3406693.5,3058711.8,3694351.5,3457397.0,3700527.5,3311241.5,
862,211.2057112471797,9.197486,height,,,,,,,,,,,702784.44,684640.75,779960.56,710409.2,702860.7,656082.4,691123.75,671455.1,707192.1,767549.4,657029.06,631474.9,674939.8,640593.8,644126.7,661992.06,701684.44,688657.3,662855.2,692502.2,700581.44,636081.2,727869.3,708381.44,744495.0,681983.9,
863,161.96958820420102,9.191807,height,,,,,,,,,,,573631.6,508060.2,486569.6,453088.88,493650.72,441626.75,484469.34,458903.75,515009.3,491626.06,505585.62,454151.44,443907.75,518454.34,485122.44,516398.94,520715.94,545960.75,464778.38,525830.2,537160.25,492011.94,487176.06,495570.44,531801.9,543551.06,
864,546.4884546745817,9.217836,height,,,,,,,,,,,355199.94,306504.47,369479.1,0.0,336187.94,276455.0,293903.0,329375.8,384798.2,345375.53,265388.1,253413.2,293965.56,322942.94,298686.1,293381.78,287443.75,281648.94,341842.7,323636.4,317417.5,309034.62,291631.25,312229.25,298713.38,0.0,
865,251.236963046966,9.216475,height,,,,,,,,,,,422270.47,460550.4,465038.88,378771.72,398153.75,432442.5,429056.1,440950.9,468098.25,403157.34,391264.0,390598.88,405328.53,506788.44,401138.25,373853.53,463253.28,407454.94,454045.56,467199.7,408290.22,413953.53,408487.9,432339.16,454030.94,430109.9,
866,282.27914760199855,9.22798,height,,,,,,,,,,,595040.6,979379.6,64607092.0,487456.1,520679.7,515531.03,562140.3,644336.0,732734.75,621495.75,0.0,0.0,4785812.5,0.0,0.0,0.0,1532851.5,822136.9,693038.1,825834.25,564541.94,674141.06,711527.44,586504.4,742139.06,2494180.2,
867,268.2634822789049,9.227125,height,,,,,,,,,,,3636430.8,6122301.0,2443912.0,3003280.5,3706604.5,3260708.5,3607918.0,3687479.8,4186694.8,3526230.5,0.0,0.0,0.0,322650.6,0.0,312189.66,10046178.0,4680017.5,3449954.5,4677424.0,3344780.8,4302173.5,4056018.5,3267211.8,4276204.5,0.0,
868,280.2637052984347,9.241357,height,,,,,,,,,,,0.0,320866.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514774.5,300337.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
869,447.3317698267609,9.258042,height,,,,,,,,,,,516363.34,618425.0,642800.5,610858.06,525622.6,500372.56,453818.88,598784.06,565838.94,618316.4,497880.97,478091.1,551489.7,629824.94,493544.78,476864.16,517129.9,589405.7,565438.25,565613.3,491776.7,567479.06,492267.1,582366.0,548939.3,565515.2,
870,211.20573559432964,9.2625,height,,,,,,,,,,,854659.0,997431.7,867152.94,957426.56,855696.4,798485.1,783538.06,906623.5,918237.4,846036.9,812573.56,840542.25,798884.7,717962.1,826749.7,798274.06,815151.7,952652.7,755422.3,904373.4,818590.44,908695.0,752515.2,897076.56,902972.06,862391.8,
871,531.2743428466702,9.272358,height,,,,,,,,,,,0.0,295111.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177755.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
872,144.98216234384898,9.296202,height,,,,,,,,,,,0.0,507342.84,544091.2,521935.0,0.0,549862.7,557922.0,611428.0,559129.8,504364.4,494887.7,521444.84,508351.88,516681.75,565264.44,522113.94,555129.5,492615.84,563644.25,500658.9,524974.25,494899.66,525393.06,538947.44,0.0,494076.1,
873,143.95903296791775,9.307333,height,,,,,,,,,,,1216832.6,1458471.8,1443514.2,1221083.2,1691177.5,1283012.2,1432823.5,1398103.1,1347854.4,1228665.5,1049377.5,993390.44,1026576.8,1140829.4,1171378.0,1202640.1,1518048.8,1332634.4,1274739.2,1602255.9,1556028.8,1253359.1,1237784.2,1269273.6,1430482.1,829604.44,
874,243.88414938470055,9.310941,height,,,,,,,,,,,471414.62,627053.1,571993.0,457668.2,491356.12,490844.0,465026.6,495228.94,495447.9,535320.9,376876.16,469091.25,428934.78,472750.5,439762.28,462359.78,522235.5,577406.5,510749.34,590266.75,487940.44,458444.34,482747.34,449277.0,524388.1,322171.16,
875,283.45058924901656,9.317476,height,,,,,,,,,,,2036726.8,0.0,5633009.0,0.0,3014500.2,0.0,5417210.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396699.66,0.0,5878355.5,0.0,4106373.8,0.0,2292017.5,0.0,0.0,0.0,0.0,0.0,
876,450.8753179737545,9.3182335,height,,,,,,,,,,,940416.44,2458911.0,774569.4,991101.06,0.0,1148216.8,1312437.2,1337061.4,1156899.0,1624306.8,0.0,0.0,0.0,0.0,0.0,0.0,3015736.2,1676135.5,1212541.1,2004756.2,1158202.0,1574237.1,1263838.9,1188329.4,1497964.9,0.0,
877,145.9544454969306,9.317655,height,,,,,,,,,,,0.0,522684.3,473692.1,483699.0,534001.06,515739.88,570091.44,519456.34,526237.4,502316.5,395379.53,387319.03,398139.6,447986.47,439040.28,450900.78,488083.38,552109.5,519078.53,471935.7,562923.0,421739.8,470240.06,548206.94,584997.4,321311.03,
878,284.28481761186646,9.318236,height,,,,,,,,,,,22934736.0,46854240.0,24931482.0,25163300.0,28370448.0,24887964.0,32309826.0,28539036.0,35939556.0,26747562.0,1440709.4,1921395.6,2352928.2,2357332.5,2235013.2,3016424.8,65389092.0,36999308.0,34576984.0,39153172.0,30517300.0,37300830.0,32944584.0,23305844.0,33411194.0,0.0,
879,212.20099535033,9.316779,height,,,,,,,,,,,1295344.1,2667023.0,1374829.5,1379382.6,1449483.2,1417921.0,1754991.2,1393931.6,1681108.0,1742214.8,0.0,0.0,0.0,0.0,0.0,0.0,3935556.5,1917484.0,1976920.2,1970218.6,2036484.4,1955613.5,1768782.9,1320208.5,2023878.6,0.0,
880,285.28750358922696,9.3168125,height,,,,,,,,,,,1444536.1,2906455.2,1479970.8,1481435.4,1478513.8,1546886.1,1824812.1,1765905.2,1850170.8,1540445.2,0.0,0.0,0.0,0.0,0.0,0.0,3675001.2,2087924.9,2340404.2,2666840.0,1751077.4,2374376.8,1683171.6,1472160.2,1950666.0,0.0,
881,338.1982009643481,9.3168955,height,,,,,,,,,,,1134176.1,2121942.8,1172829.2,1299475.0,1231060.0,1366320.8,1423708.2,1416320.4,1568635.8,1311797.9,0.0,0.0,0.0,0.0,0.0,229677.95,2099635.8,1759149.9,1674513.8,1721774.4,1710970.4,1431760.5,1581863.0,1106316.1,1702152.9,0.0,
882,384.2039068073508,9.317339,height,,,,,,,,,,,1654870.9,2014829.5,1456173.2,1421532.4,1469492.0,1915759.6,1666655.9,1689743.6,2131383.0,1689918.6,0.0,0.0,0.0,265215.56,0.0,326894.0,2517707.8,2157539.8,2307040.8,2044583.9,2126163.2,2345356.5,1653699.8,1432957.0,2057466.8,0.0,
883,282.11016446134613,9.318715,height,,,,,,,,,,,0.0,0.0,1019280.9,0.0,0.0,0.0,1124335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718847.2,0.0,0.0,0.0,0.0,0.0,806421.75,0.0,
884,184.16958624692396,9.317851,height,,,,,,,,,,,629008.6,1457935.8,841006.1,780492.2,982925.06,1014856.06,943705.0,933789.4,900939.25,840373.9,0.0,0.0,0.0,0.0,0.0,0.0,2323260.0,1112650.5,1105376.6,1152756.4,939559.94,1429724.1,1165008.9,692036.6,1261676.0,0.0,
885,240.23212462615243,9.316846,height,,,,,,,,,,,974166.25,2417393.8,1189442.0,1063734.5,1212298.4,1273135.2,1466085.5,1346630.1,1409884.6,1353569.8,0.0,0.0,0.0,0.0,0.0,0.0,3078084.5,1834779.2,1698844.9,1859985.5,1596726.0,1689843.2,1523795.5,1035462.44,1907987.5,0.0,
886,266.2559971880257,9.317798,height,,,,,,,,,,,5796625.5,11610543.0,5689077.0,4802579.5,5626242.5,5529310.5,7631083.5,6452962.0,7122165.0,6301022.5,305864.6,363953.94,501578.8,509450.9,448823.66,764167.7,16891266.0,8764140.0,7198432.0,8731346.0,7465183.0,7890759.5,6611043.5,6329787.5,7415957.0,0.0,
887,563.5513429576628,9.31699,height,,,,,,,,,,,26114878.0,67632664.0,20679944.0,25833522.0,22721704.0,29890844.0,30590846.0,27905002.0,30972692.0,29856404.0,417034.8,575757.1,545076.94,831181.5,662989.4,984627.06,147492240.0,51072516.0,35334116.0,50301692.0,33262262.0,39768000.0,34192424.0,26665030.0,37565320.0,0.0,
888,382.2040850767124,9.317806,height,,,,,,,,,,,1404581.9,2665875.5,1703901.1,1517107.8,1425813.9,1573940.1,2029638.9,1714826.2,2279361.2,1702067.5,0.0,0.0,0.0,298442.88,0.0,357702.16,2990618.2,2167434.0,1844087.8,2492124.0,1989046.9,2312446.2,2125112.0,1670364.1,2352393.8,0.0,
889,386.1995968119252,9.316286,height,,,,,,,,,,,591688.94,909487.1,454510.22,552929.6,613393.7,815398.7,596467.8,571629.75,831848.1,604352.75,0.0,0.0,0.0,0.0,0.0,0.0,1035278.4,846324.8,843099.8,780292.06,775389.06,803291.0,776278.6,564801.94,865158.8,0.0,
890,282.27919632237206,9.317707,height,,,,,,,,,,,1233650600.0,2534412500.0,1232135200.0,1281031600.0,1379101000.0,1363545000.0,1616730900.0,1442643700.0,1574234200.0,1459002100.0,76072210.0,96462320.0,99853780.0,134782220.0,115787690.0,159682450.0,3420108300.0,1834412700.0,1800057100.0,2127923700.0,1523438300.0,1930690000.0,1649150600.0,1211511000.0,1813394600.0,2482319.8,
891,226.21668048060403,9.317874,height,,,,,,,,,,,1462564.1,3116880.2,1607567.2,1376561.5,1678058.8,1720718.2,2107080.5,1887356.8,1842779.1,1890317.0,0.0,0.0,0.0,0.0,0.0,0.0,5036595.5,2694842.5,2161967.5,2648820.8,1967603.9,2299510.5,2097354.8,1366690.0,2399484.0,0.0,
892,304.2605530334003,9.317681,height,,,,,,,,,,,2196176.5,3615369.2,1667109.0,1909587.8,1761715.8,2468654.5,2093922.2,2599779.5,2874708.2,2200742.5,0.0,261119.1,0.0,314214.9,0.0,395360.3,5401578.0,3386863.0,2822065.8,3527686.8,2701014.2,2118874.2,2405641.2,1745995.0,2522497.8,0.0,
893,283.2814904355712,9.3175,height,,,,,,,,,,,269026050.0,546846850.0,246163220.0,280386660.0,276793120.0,281824060.0,343394700.0,309453900.0,357959580.0,288837380.0,15591989.0,21117782.0,25113030.0,26382058.0,23885742.0,32184416.0,777774600.0,390963040.0,378120600.0,414456350.0,309065950.0,404729020.0,364497600.0,295465920.0,357633820.0,477154.8,
894,247.2420411743168,9.3180685,height,,,,,,,,,,,7014743.5,14781727.0,7699767.0,6886970.0,7789738.0,7475339.0,9672911.0,7975299.5,8567957.0,8028965.5,396399.66,529917.2,515864.88,719950.56,625803.94,863549.6,21015758.0,11285886.0,10167061.0,12341358.0,9642035.0,10112620.0,10027360.0,6787819.0,10765345.0,0.0,
895,281.115078537355,9.31901,height,,,,,,,,,,,1956112.1,0.0,4654635.5,0.0,3009315.5,0.0,5289370.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387473.78,0.0,5743018.0,0.0,4094851.2,5464652.5,2273746.5,0.0,0.0,0.0,0.0,0.0,
896,198.18522097949813,9.318962,height,,,,,,,,,,,927092.6,1825223.6,984273.25,897320.8,1082614.2,1302118.8,1281304.8,1113132.9,1467109.6,1297399.1,0.0,0.0,0.0,0.0,0.0,0.0,3156545.5,1482391.6,1337031.6,1802236.8,1321539.1,1494745.1,1657228.2,1068204.5,1634300.0,0.0,
897,283.45936644591103,9.320254,height,,,,,,,,,,,1506921.6,4822535.5,0.0,2713204.2,2879428.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036578.5,3432681.0,0.0,1321015.2,0.0,0.0,
898,281.1065291822932,9.319746,height,,,,,,,,,,,1505254.9,4611574.0,0.0,2924984.0,2997569.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4634723.0,0.0,0.0,0.0,5376839.5,3517674.0,0.0,1415973.5,0.0,0.0,
899,281.1133247483694,9.316331,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4662122.0,0.0,0.0,0.0,4559552.0,0.0,4201824.5,0.0,
900,284.4603755542789,9.318879,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961230.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842802.6,0.0,0.0,0.0,0.0,0.0,862839.75,0.0,
901,283.45210606410075,9.314124,height,,,,,,,,,,,0.0,0.0,4830355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4571811.5,0.0,0.0,2988393.5,4629053.5,0.0,4303589.5,0.0,
902,654.332442504898,9.344723,height,,,,,,,,,,,0.0,0.0,548713.4,656336.06,845437.06,547444.9,535897.2,485614.34,482178.9,394094.5,0.0,435682.34,430719.03,498130.56,0.0,0.0,3845122.0,0.0,0.0,1149899.8,0.0,329149.28,0.0,0.0,554848.1,0.0,
903,804.603980700374,9.346201,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357949.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
904,563.5513461156137,9.320552,height,,,,,,,,,,,30109758.0,79744510.0,22249508.0,27814548.0,23187396.0,32769302.0,35065764.0,32079338.0,34414280.0,31341230.0,417034.8,575757.1,694964.5,852155.3,662989.4,1024888.7,947908.94,59376410.0,36299424.0,54242470.0,36122336.0,42127510.0,37542468.0,32897454.0,37283284.0,0.0,
905,161.96959355527696,9.386779,height,,,,,,,,,,,518117.3,424565.94,414772.9,342019.9,415229.2,410858.4,383360.0,397139.66,410801.66,355886.28,442422.75,396367.56,387271.47,407625.6,459606.7,549970.9,405001.0,412525.3,389083.1,393977.62,0.0,397948.4,345126.28,376739.0,409942.34,509553.44,
906,247.24205624313356,9.344054,height,,,,,,,,,,,8050253.0,534872.75,8175222.5,353481.56,8815405.0,7702066.5,11244420.0,8632719.0,9327822.0,8646910.0,396399.66,544352.75,700754.75,727041.94,659879.25,948504.3,824495.4,11778210.0,339684.72,484401.44,10810521.0,411701.34,389203.9,9072815.0,369945.75,0.0,
907,282.2792186244074,9.39987,height,,,,,,,,,,,55109676.0,99747490.0,49582440.0,66101892.0,60448704.0,51033100.0,59884708.0,71773970.0,58624024.0,54157916.0,3104277.2,3779372.0,4215538.0,4498274.5,3841527.2,5543851.0,143398850.0,77165250.0,67637940.0,88152500.0,48838480.0,80463110.0,75397784.0,67565630.0,76062320.0,724488.1,
908,304.26061673954865,9.336298,height,,,,,,,,,,,0.0,235583.02,0.0,0.0,0.0,2745009.0,2213913.8,2910790.0,3632999.8,2638578.8,0.0,261119.1,0.0,0.0,0.0,395360.3,320376.62,0.0,2856796.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
909,251.2369798944724,9.412362,height,,,,,,,,,,,1597192.2,1765571.2,1668423.9,1588730.6,1296234.4,1662353.2,1608405.9,1666173.0,1568607.9,1638945.5,1510907.2,1542268.8,1519400.6,1586914.8,1518664.0,1794219.0,1789699.8,1809165.1,1641656.2,1526751.2,1686960.1,1763840.6,1904342.5,1714374.2,1567145.0,1705160.9,
910,243.88411431738095,9.352881,height,,,,,,,,,,,448795.72,661038.4,0.0,0.0,499771.5,516400.28,462913.8,427912.25,0.0,545300.2,361091.47,0.0,342809.72,342026.16,443194.75,474478.22,464382.72,482981.44,455411.25,605559.1,535318.25,397989.94,460227.28,458029.38,473502.84,280276.03,
911,183.086379944149,9.408684,height,,,,,,,,,,,311913.72,499676.1,489096.72,610243.56,474918.6,567555.56,652359.56,526813.4,0.0,517266.2,0.0,429713.0,581871.3,718171.5,601215.06,614138.56,0.0,437392.53,414259.47,0.0,494847.47,475938.6,448922.7,401639.75,434364.75,0.0,
912,146.98034849331992,9.42969,height,,,,,,,,,,,265469.75,274936.62,0.0,260733.05,0.0,254306.58,262444.28,244308.44,258873.12,255434.67,279537.06,0.0,232982.73,251078.2,237397.8,235307.56,275929.84,269010.94,278327.44,265957.3,0.0,0.0,276114.66,270799.1,261836.7,253269.06,
913,270.2791552158253,9.445898,height,,,,,,,,,,,16515264.0,32947774.0,12286940.0,17045138.0,17533790.0,15472804.0,17409692.0,18377960.0,18199510.0,17007988.0,783762.6,822167.6,999107.8,1278837.4,1018509.44,1107154.5,49742210.0,23413700.0,17373974.0,26226418.0,17088446.0,21836932.0,18442608.0,17132764.0,19213002.0,0.0,
914,392.3733098840312,9.447501,height,,,,,,,,,,,798251.0,717819.9,621239.8,604659.1,733795.44,618860.3,596479.6,714939.0,674851.6,595462.75,683408.0,619474.75,648873.2,692200.3,736872.5,669848.06,590069.1,628295.94,648887.56,713500.75,732383.94,617945.25,632935.2,645463.1,635983.2,645342.06,
915,271.2823376184423,9.444593,height,,,,,,,,,,,3595694.8,6482711.0,2086210.4,3039607.5,3630661.8,3077666.2,3419490.0,3611412.8,3716352.2,3553812.5,0.0,0.0,0.0,0.0,0.0,0.0,9532945.0,4404613.5,3277401.5,4784332.5,3331454.0,4099110.0,3308387.8,3359740.2,3782439.8,0.0,
916,369.29747240214215,9.447283,height,,,,,,,,,,,462873.2,434713.28,339374.34,359190.7,364001.72,357568.62,401325.38,380264.75,361524.22,356313.38,427214.47,377411.22,395597.44,403337.2,429845.66,0.0,379579.47,294257.53,306030.38,328757.88,363951.16,362871.1,367250.1,354309.47,352652.0,446728.16,
917,436.39969198332506,9.461456,height,,,,,,,,,,,503278.34,489828.7,400100.84,407351.25,472845.34,382508.25,436027.03,476976.3,449741.28,415256.56,432345.7,408992.44,391658.12,445546.28,453603.16,441702.0,408387.3,441968.47,422246.9,453711.75,430153.7,356928.66,427153.3,418322.7,392212.16,392644.12,
918,331.284130265894,9.466711,height,,,,,,,,,,,0.0,618255.3,3162670.2,4156294.5,4238829.5,2738340.2,3840519.2,3248484.0,4363910.0,3948811.0,0.0,0.0,0.0,257826.2,0.0,326266.38,1138127.6,4916882.0,3642607.0,5222341.0,2967011.2,3921403.0,5512044.0,3405191.8,4449428.5,0.0,
919,235.13219064852277,9.467025,height,,,,,,,,,,,0.0,0.0,1047901.4,1192335.4,1409510.5,983236.4,1147709.0,1124909.1,1261853.4,1247810.1,0.0,0.0,0.0,0.0,0.0,0.0,396560.3,1502577.5,1238354.1,1647912.1,971128.9,1224174.2,1334024.4,1197216.5,1270768.5,0.0,
920,353.26613548294165,9.466794,height,,,,,,,,,,,0.0,0.0,808949.56,1057313.5,936921.9,790992.44,875341.1,933540.2,968134.94,1052807.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108075.9,930944.94,1313396.4,821914.75,980656.6,1103007.0,909128.0,1089029.9,0.0,
921,313.2734934302178,9.4661875,height,,,,,,,,,,,0.0,565925.06,2602852.2,3845598.5,4071744.0,2420467.0,3455856.2,3013603.5,3562511.2,3722733.8,0.0,0.0,0.0,0.0,0.0,333694.7,1039159.8,4040937.5,3118448.8,4575653.0,2591159.5,3637586.8,4753640.5,3340706.8,4219255.0,0.0,
922,391.3415758739996,9.456295,height,,,,,,,,,,,366329.12,315459.03,337400.56,337205.3,341131.16,314407.2,358560.12,377998.4,331954.3,353354.97,374792.84,336252.56,306950.16,373038.0,362747.97,0.0,391989.1,358452.1,337972.2,423016.7,352067.16,332409.4,364747.97,326568.1,353145.47,365480.47,
923,308.2946805290775,9.479417,height,,,,,,,,,,,2394654.8,4866154.5,2231137.2,2793629.2,3005428.0,2474143.8,3162544.8,3068084.2,2931088.8,3196859.5,0.0,0.0,0.0,0.0,0.0,0.0,8629701.0,4223568.5,2863405.0,4117276.2,3004590.0,3245209.2,2760174.8,2923447.2,3058706.8,0.0,
924,161.96956424861756,9.558346,height,,,,,,,,,,,536388.4,487951.53,447479.25,0.0,474902.06,464131.53,507487.16,546714.7,512899.94,497156.88,448177.34,463082.0,421382.3,399165.03,467576.84,473625.9,494321.84,520773.38,480522.12,521588.7,489070.0,477027.22,461127.44,470761.75,521858.66,509553.44,
925,355.33178626371745,9.549133,height,,,,,,,,,,,295972.1,307318.1,256056.98,281293.6,261142.97,0.0,261226.25,0.0,0.0,272188.12,0.0,0.0,0.0,0.0,0.0,0.0,519509.12,291854.62,246479.84,300733.6,275964.34,229481.05,0.0,0.0,0.0,0.0,
